open_time,open,high,low,close,volume
2024-01-01 00:00:00+00:00,2281.87,2296.97,2281.27,2296.71,4393.025
2024-01-01 00:15:00+00:00,2296.71,2297.0,2289.0,2291.05,2690.5061
2024-01-01 00:30:00+00:00,2291.05,2294.78,2288.55,2293.22,2201.9447
2024-01-01 00:45:00+00:00,2293.23,2297.18,2292.24,2295.51,1486.4425
2024-01-01 01:00:00+00:00,2295.52,2297.4,2292.9,2296.59,1412.2053
2024-01-01 01:15:00+00:00,2296.59,2300.32,2296.59,2299.11,1669.0732
2024-01-01 01:30:00+00:00,2299.12,2306.45,2299.11,2303.27,3207.1637
2024-01-01 01:45:00+00:00,2303.26,2306.6,2303.26,2303.72,2124.9838
2024-01-01 02:00:00+00:00,2303.72,2304.72,2297.82,2299.02,1823.7417
2024-01-01 02:15:00+00:00,2299.02,2299.02,2295.58,2296.74,1163.0004
2024-01-01 02:30:00+00:00,2296.73,2299.46,2294.54,2294.54,1403.6463
2024-01-01 02:45:00+00:00,2294.55,2295.33,2291.2,2293.02,1417.8649
2024-01-01 03:00:00+00:00,2293.03,2294.5,2289.0,2289.04,2515.2115
2024-01-01 03:15:00+00:00,2289.04,2289.05,2281.0,2282.37,2252.9774
2024-01-01 03:30:00+00:00,2282.37,2283.8,2273.24,2276.29,3284.8894
2024-01-01 03:45:00+00:00,2276.29,2277.58,2271.0,2273.81,2692.6577
2024-01-01 04:00:00+00:00,2273.8,2278.8,2271.77,2274.08,2330.4382
2024-01-01 04:15:00+00:00,2274.09,2274.53,2265.24,2271.62,3330.3254
2024-01-01 04:30:00+00:00,2271.62,2276.11,2271.34,2274.41,1723.7117
2024-01-01 04:45:00+00:00,2274.4,2279.86,2272.56,2279.55,2297.1009
2024-01-01 05:00:00+00:00,2279.54,2283.19,2276.29,2283.19,2409.8417
2024-01-01 05:15:00+00:00,2283.19,2283.36,2277.05,2278.55,1509.3508
2024-01-01 05:30:00+00:00,2278.54,2280.32,2276.26,2279.3,1324.3438
2024-01-01 05:45:00+00:00,2279.3,2279.31,2272.62,2275.89,1461.5802
2024-01-01 06:00:00+00:00,2275.89,2278.43,2274.16,2274.99,1819.9726
2024-01-01 06:15:00+00:00,2274.99,2280.45,2274.28,2276.14,2001.5809
2024-01-01 06:30:00+00:00,2276.14,2282.34,2275.41,2280.97,1271.2963
2024-01-01 06:45:00+00:00,2280.96,2283.31,2280.69,2281.9,963.7821
2024-01-01 07:00:00+00:00,2281.9,2286.42,2281.51,2284.19,1439.4425
2024-01-01 07:15:00+00:00,2284.19,2285.91,2282.42,2285.9,1628.0233
2024-01-01 07:30:00+00:00,2285.91,2287.88,2283.6,2283.61,1020.9705
2024-01-01 07:45:00+00:00,2283.61,2285.39,2282.28,2284.67,1575.7524
2024-01-01 08:00:00+00:00,2284.68,2287.38,2284.37,2284.8,1338.0418
2024-01-01 08:15:00+00:00,2284.8,2286.95,2282.27,2283.01,895.6846
2024-01-01 08:30:00+00:00,2283.02,2283.81,2280.0,2281.38,1843.0535
2024-01-01 08:45:00+00:00,2281.38,2287.05,2281.16,2287.01,1494.4136
2024-01-01 09:00:00+00:00,2287.01,2291.22,2287.0,2289.82,2023.4211
2024-01-01 09:15:00+00:00,2289.83,2292.0,2288.0,2289.6,1464.697
2024-01-01 09:30:00+00:00,2289.6,2298.0,2289.59,2296.76,2652.5215
2024-01-01 09:45:00+00:00,2296.75,2300.0,2296.75,2299.8,1942.6224
2024-01-01 10:00:00+00:00,2299.8,2302.39,2299.6,2300.4,2433.3107
2024-01-01 10:15:00+00:00,2300.4,2302.37,2297.4,2299.34,2843.3351
2024-01-01 10:30:00+00:00,2299.33,2300.94,2299.25,2300.93,1292.7377
2024-01-01 10:45:00+00:00,2300.93,2303.0,2300.56,2302.04,1619.3906
2024-01-01 11:00:00+00:00,2302.04,2305.05,2301.67,2303.11,1616.5243
2024-01-01 11:15:00+00:00,2303.11,2304.11,2300.38,2302.2,1247.209
2024-01-01 11:30:00+00:00,2302.19,2302.99,2299.0,2299.6,1796.5857
2024-01-01 11:45:00+00:00,2299.59,2305.0,2299.24,2304.47,1390.5606
2024-01-01 12:00:00+00:00,2304.47,2306.5,2300.81,2300.94,1635.3202
2024-01-01 12:15:00+00:00,2300.94,2303.31,2300.09,2303.31,1184.4809
2024-01-01 12:30:00+00:00,2303.3,2307.24,2302.2,2306.27,1756.1404
2024-01-01 12:45:00+00:00,2306.27,2306.28,2299.04,2299.43,2681.2964
2024-01-01 13:00:00+00:00,2299.42,2303.4,2298.07,2303.26,1421.3204
2024-01-01 13:15:00+00:00,2303.26,2306.91,2303.26,2306.34,951.2284
2024-01-01 13:30:00+00:00,2306.34,2307.5,2303.86,2307.49,1567.8688
2024-01-01 13:45:00+00:00,2307.49,2308.2,2304.16,2304.16,1348.4048
2024-01-01 14:00:00+00:00,2304.16,2304.29,2294.84,2299.17,2405.6378
2024-01-01 14:15:00+00:00,2299.16,2301.92,2297.81,2299.83,1715.8806
2024-01-01 14:30:00+00:00,2299.83,2305.11,2299.83,2303.44,1553.6881
2024-01-01 14:45:00+00:00,2303.44,2303.87,2299.35,2300.99,1641.051
2024-01-01 15:00:00+00:00,2300.99,2302.44,2299.2,2301.9,1645.0066
2024-01-01 15:15:00+00:00,2301.9,2309.06,2301.08,2306.19,2696.1047
2024-01-01 15:30:00+00:00,2306.2,2317.45,2305.76,2317.38,4723.6208
2024-01-01 15:45:00+00:00,2317.37,2318.34,2311.72,2314.7,3238.8023
2024-01-01 16:00:00+00:00,2314.69,2317.73,2312.52,2317.14,3324.4683
2024-01-01 16:15:00+00:00,2317.13,2319.55,2306.53,2310.76,4146.9024
2024-01-01 16:30:00+00:00,2310.76,2314.21,2308.25,2312.22,2231.9883
2024-01-01 16:45:00+00:00,2312.23,2313.35,2308.4,2309.89,2051.8274
2024-01-01 17:00:00+00:00,2309.89,2316.51,2306.48,2315.17,2776.2564
2024-01-01 17:15:00+00:00,2315.18,2317.09,2311.64,2314.61,2682.4151
2024-01-01 17:30:00+00:00,2314.62,2315.82,2310.4,2310.52,1531.4997
2024-01-01 17:45:00+00:00,2310.53,2314.89,2310.52,2313.76,1570.6529
2024-01-01 18:00:00+00:00,2313.77,2329.99,2313.76,2329.14,6104.2148
2024-01-01 18:15:00+00:00,2329.14,2331.77,2325.34,2329.19,5142.1691
2024-01-01 18:30:00+00:00,2329.19,2329.23,2323.4,2327.37,2355.5529
2024-01-01 18:45:00+00:00,2327.36,2329.95,2325.8,2326.9,1747.4175
2024-01-01 19:00:00+00:00,2326.9,2329.64,2324.17,2325.3,2020.7779
2024-01-01 19:15:00+00:00,2325.3,2329.87,2322.0,2329.04,2284.8567
2024-01-01 19:30:00+00:00,2329.04,2333.54,2328.25,2333.0,3037.7228
2024-01-01 19:45:00+00:00,2333.01,2340.98,2332.51,2337.26,3793.5304
2024-01-01 20:00:00+00:00,2337.27,2348.78,2337.26,2342.12,8441.4554
2024-01-01 20:15:00+00:00,2342.12,2343.4,2335.25,2342.72,3695.5268
2024-01-01 20:30:00+00:00,2342.72,2345.92,2338.17,2342.56,2894.8914
2024-01-01 20:45:00+00:00,2342.55,2343.56,2339.61,2340.98,2461.1641
2024-01-01 21:00:00+00:00,2340.98,2346.55,2339.4,2340.77,4715.3019
2024-01-01 21:15:00+00:00,2340.78,2341.51,2336.83,2338.1,2032.486
2024-01-01 21:30:00+00:00,2338.1,2338.28,2333.63,2334.15,2114.1806
2024-01-01 21:45:00+00:00,2334.16,2338.0,2332.2,2337.83,1376.9989
2024-01-01 22:00:00+00:00,2337.83,2339.1,2332.53,2332.95,1564.042
2024-01-01 22:15:00+00:00,2332.95,2333.19,2323.66,2330.25,2572.1924
2024-01-01 22:30:00+00:00,2330.25,2334.79,2330.24,2331.48,1186.4546
2024-01-01 22:45:00+00:00,2331.49,2336.2,2331.01,2334.21,1121.5693
2024-01-01 23:00:00+00:00,2334.22,2342.47,2334.21,2335.72,2012.6894
2024-01-01 23:15:00+00:00,2335.73,2349.0,2334.17,2347.0,3052.9208
2024-01-01 23:30:00+00:00,2347.0,2350.96,2345.18,2347.09,3807.2121
2024-01-01 23:45:00+00:00,2347.09,2352.37,2345.1,2352.04,2944.5448
2024-01-02 00:00:00+00:00,2352.05,2356.79,2346.95,2356.19,8061.444
2024-01-02 00:15:00+00:00,2356.18,2381.0,2353.64,2370.0,16450.8538
2024-01-02 00:30:00+00:00,2369.99,2382.79,2369.6,2382.22,7033.6824
2024-01-02 00:45:00+00:00,2382.23,2391.43,2376.46,2387.58,9141.4844
2024-01-02 01:00:00+00:00,2387.59,2397.56,2378.96,2379.25,10217.6738
2024-01-02 01:15:00+00:00,2379.25,2392.0,2378.4,2388.03,6571.8769
2024-01-02 01:30:00+00:00,2388.03,2389.11,2377.7,2377.82,7263.4935
2024-01-02 01:45:00+00:00,2377.81,2379.2,2370.38,2378.08,5371.3795
2024-01-02 02:00:00+00:00,2378.09,2380.95,2373.65,2375.21,4770.1384
2024-01-02 02:15:00+00:00,2375.22,2380.38,2375.0,2380.32,2908.4182
2024-01-02 02:30:00+00:00,2380.32,2382.79,2378.02,2382.25,2085.8609
2024-01-02 02:45:00+00:00,2382.24,2382.96,2376.19,2382.95,3528.0972
2024-01-02 03:00:00+00:00,2382.96,2384.68,2371.47,2373.42,4829.1962
2024-01-02 03:15:00+00:00,2373.43,2379.65,2372.83,2376.84,2925.5181
2024-01-02 03:30:00+00:00,2376.84,2383.06,2375.39,2381.58,3226.4887
2024-01-02 03:45:00+00:00,2381.58,2388.61,2380.69,2386.43,5280.8944
2024-01-02 04:00:00+00:00,2386.42,2387.99,2379.94,2383.25,4532.4197
2024-01-02 04:15:00+00:00,2383.25,2383.27,2378.58,2383.23,2254.7914
2024-01-02 04:30:00+00:00,2383.23,2386.19,2380.92,2383.51,2549.479
2024-01-02 04:45:00+00:00,2383.5,2390.44,2383.0,2387.66,2787.6435
2024-01-02 05:00:00+00:00,2387.66,2392.4,2385.22,2388.94,5494.9921
2024-01-02 05:15:00+00:00,2388.95,2390.4,2387.76,2389.04,2602.1804
2024-01-02 05:30:00+00:00,2389.04,2389.99,2381.2,2381.21,3114.0662
2024-01-02 05:45:00+00:00,2381.2,2381.42,2377.18,2377.48,3641.0755
2024-01-02 06:00:00+00:00,2377.47,2380.35,2374.27,2380.34,3138.6506
2024-01-02 06:15:00+00:00,2380.35,2383.68,2378.19,2381.44,2195.6821
2024-01-02 06:30:00+00:00,2381.44,2381.44,2377.0,2380.08,1770.4451
2024-01-02 06:45:00+00:00,2380.07,2380.5,2373.86,2373.86,3118.7773
2024-01-02 07:00:00+00:00,2373.86,2383.0,2373.69,2380.55,3727.8371
2024-01-02 07:15:00+00:00,2380.54,2387.6,2378.81,2381.44,3521.2525
2024-01-02 07:30:00+00:00,2381.43,2385.0,2377.4,2384.82,3105.9669
2024-01-02 07:45:00+00:00,2384.82,2388.93,2383.32,2385.84,2986.3992
2024-01-02 08:00:00+00:00,2385.84,2392.0,2380.09,2391.72,5881.5729
2024-01-02 08:15:00+00:00,2391.73,2420.0,2391.72,2418.61,18214.8804
2024-01-02 08:30:00+00:00,2418.62,2430.97,2418.02,2427.24,16893.5329
2024-01-02 08:45:00+00:00,2427.25,2431.3,2421.4,2426.49,7578.8345
2024-01-02 09:00:00+00:00,2426.49,2428.43,2419.0,2421.54,6598.955
2024-01-02 09:15:00+00:00,2421.53,2426.82,2420.32,2422.95,5540.9941
2024-01-02 09:30:00+00:00,2422.95,2424.36,2411.81,2413.76,5668.3884
2024-01-02 09:45:00+00:00,2413.76,2421.2,2411.74,2413.77,3661.5014
2024-01-02 10:00:00+00:00,2413.77,2416.4,2406.4,2412.3,4029.1751
2024-01-02 10:15:00+00:00,2412.31,2412.79,2405.0,2407.27,3571.5721
2024-01-02 10:30:00+00:00,2407.27,2407.54,2398.45,2401.51,5244.9469
2024-01-02 10:45:00+00:00,2401.5,2401.51,2392.85,2398.14,6164.9401
2024-01-02 11:00:00+00:00,2398.15,2402.91,2397.64,2398.41,2650.4414
2024-01-02 11:15:00+00:00,2398.41,2401.03,2395.02,2397.44,3766.4909
2024-01-02 11:30:00+00:00,2397.44,2399.44,2380.36,2382.35,6483.7184
2024-01-02 11:45:00+00:00,2382.35,2391.99,2382.34,2391.24,4220.2015
2024-01-02 12:00:00+00:00,2391.24,2395.91,2389.84,2395.38,3124.0026
2024-01-02 12:15:00+00:00,2395.37,2400.0,2393.68,2399.88,2098.4572
2024-01-02 12:30:00+00:00,2399.87,2404.68,2396.74,2396.74,3557.99
2024-01-02 12:45:00+00:00,2396.74,2398.8,2382.73,2386.85,6330.1882
2024-01-02 13:00:00+00:00,2386.85,2393.11,2382.22,2392.47,3695.5381
2024-01-02 13:15:00+00:00,2392.46,2395.9,2388.4,2395.1,3088.3008
2024-01-02 13:30:00+00:00,2395.09,2399.04,2394.95,2397.85,2166.2853
2024-01-02 13:45:00+00:00,2397.86,2400.78,2393.04,2398.0,4669.1384
2024-01-02 14:00:00+00:00,2398.01,2402.65,2396.6,2400.04,2773.8685
2024-01-02 14:15:00+00:00,2400.03,2401.74,2387.82,2391.9,3684.0592
2024-01-02 14:30:00+00:00,2391.91,2392.11,2376.01,2384.22,8466.0692
2024-01-02 14:45:00+00:00,2384.22,2384.23,2354.92,2367.28,18893.2205
2024-01-02 15:00:00+00:00,2367.27,2371.14,2359.54,2362.0,6932.494
2024-01-02 15:15:00+00:00,2361.99,2363.99,2352.04,2358.72,8501.1217
2024-01-02 15:30:00+00:00,2358.72,2369.24,2354.36,2368.52,5991.1878
